idx,class,conversation
n_0172,일반 대화,"야 떡집 알아? 우리 동네 새로 생긴 곳
아 설기떡 파는 곳?
응 인절미도 맛있대
아 나 떡 좋아하는데
주말에 같이 가자
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다
빨리 시키자 배달 몇 분 걸리는지 보자
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어"
n_0173,일반 대화,"나 요즘 물 많이 마시려고 해
좋은 습관이야
하루에 2리터 목표
텀블러 사면 편해
응 스탠리 텀블러 살까 고민 중
집에서 해먹으면 돈도 아끼고 건강에도 좋아
밖에서 사먹으면 만원은 기본인데 집밥은 3천원이면 되지
재료만 사놓으면 여러 끼 해먹을 수 있어
나도 요리 시작해볼까 자취생인데
간단한 것부터 시작하면 돼 계란부터ㅋㅋ"
n_0174,일반 대화,"야 마카롱 좋아해?
응 뭐 때문에?
나 오늘 마카롱 만들었거든
헐 직접? 대단해
좀 찌그러졌는데 맛은 있어ㅋㅋ
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다
빨리 시키자 배달 몇 분 걸리는지 보자
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다"
n_0175,일반 대화,"짜장면이냐 짬뽕이냐 그것이 문제로다
난 무조건 짬뽕
나는 짜장ㅋㅋ
우리 반반 시키자
좋아 탕수육은 부먹?
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자
맞아 맛있는 거 먹으면 기분 좋으니까
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과
사진 잘 찍어서 올리자 맛있어 보이게"
n_0176,일반 대화,"야 소고기 먹고 싶다
한우? 수입?
수입이라도 좋으니까ㅋ
코스트코 가서 사올까?
오 좋아 LA갈비 사자
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어
그래 11시 반에 출발하자 서두르자
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다
그래 단골 손님이 되자 최고의 맛집이야"
n_0177,일반 대화,"편의점 디저트 요즘 진짜 다양해
맞아 케이크도 맛있더라
바스크 치즈케이크 먹어봤어?
응 그거 진짜 부드러워
다음에 티라미수도 먹어봐
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다
그래 단골 손님이 되자 최고의 맛집이야
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과"
n_0178,일반 대화,"야 오늘 배달 3번 시켰어
와 뭐뭐 시켰어?
아침 토스트 점심 떡볶이 저녁 피자
배달의 민족이네ㅋㅋ
배달비만 만 원 넘게 나왔어ㅠ
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다
그래 단골 손님이 되자 최고의 맛집이야
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자"
n_0179,일반 대화,"라면 물 양 맞추기 진짜 어려워
나 항상 물을 많이 넣어
550ml 딱 맞추면 돼
그걸 어떻게 재?
종이컵으로 두 잔 반이야
오 꿀팁이다
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다
빨리 시키자 배달 몇 분 걸리는지 보자"
n_0180,일반 대화,"나 오늘 식빵에 아보카도 올려 먹었어
와 힙하다
소금이랑 후추만 뿌려도 맛있어
나도 해볼까
아보카도 익은 거 골라야 해 그게 핵심
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다
그래 단골 손님이 되자 최고의 맛집이야
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자"
n_0181,일반 대화,"야 족발 먹자 오늘
앞다리? 뒷다리?
앞다리가 부드럽지
보쌈은 안 돼?
보쌈도 좋아 같이 시키자
먹선생이네ㅋㅋ
레시피 나중에 알려줘 나도 해보고 싶어
쉬워 유튜브에 검색하면 바로 나와
직접 만들면 성취감도 있고 맛도 내 스타일로
맞아 간 조절도 할 수 있고
주말에 같이 만들어 볼까? 재밌을 거야
우리 맛집 탐방 계속하자 다음엔 어디 갈까
홍대 쪽에 새로 생긴 곳 있는데 가볼래?
좋아 뭐 파는 데야? 양식? 한식?
수제버거 전문점이래 리뷰가 좋아"
n_0182,일반 대화,"오늘 컵밥 먹었는데 의외로 맛있어
편의점 컵밥?
응 불닭볶음밥 컵밥
매워도 맛있어?
매운 게 중독이야
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자
맞아 맛있는 거 먹으면 기분 좋으니까
레시피 나중에 알려줘 나도 해보고 싶어
쉬워 유튜브에 검색하면 바로 나와
직접 만들면 성취감도 있고 맛도 내 스타일로
맞아 간 조절도 할 수 있고"
n_0183,일반 대화,"야 새벽에 라면 먹으면 안 되는데
그 생각하면 더 먹고 싶어ㅋㅋ
나 지금 물 끓이는 중
뭐 먹을 건데?
안성탕면에 치즈 올려서
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자
맞아 맛있는 거 먹으면 기분 좋으니까
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과"
n_0184,일반 대화,"요즘 제로 음료가 대세야
맛은 어때?
처음엔 좀 다른데 익숙해지면 괜찮아
제로콜라는 먹어봤어
제로 사이다도 맛있어 추천
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다
빨리 시키자 배달 몇 분 걸리는지 보자
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다"
n_0185,일반 대화,"야 소떡소떡 먹으러 가자
편의점에서 파는 거?
아니 포장마차에서
오 어디?
신촌 쪽에 있어 소스도 맛있어
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과
사진 잘 찍어서 올리자 맛있어 보이게
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다"
n_0186,일반 대화,"오늘 냉면 먹으러 갈래?
물냉? 비빔?
물냉이 진리야
나는 비빔파인데
하나씩 시키고 나눠먹자
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어
그래 11시 반에 출발하자 서두르자
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다"
n_0187,일반 대화,"와 이 식당 리뷰 보니까 대박이다
어떤 식당?
홍대 숨은 맛집이래 이자카야
분위기도 좋아?
사진 보니까 분위기 끝장이야
예약하자
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자
맞아 맛있는 거 먹으면 기분 좋으니까
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐"
n_0188,일반 대화,"나 오늘 도전적으로 베이킹 해봤어
뭐 만들었어?
초코 브라우니
잘 됐어?
약간 퍼졌는데 맛은 있어 ㅋㅋ
충분해 맛이 중요하지
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다
그래 단골 손님이 되자 최고의 맛집이야
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과"
n_0189,일반 대화,"야 비 오니까 손수제비 먹고 싶다
오 좋아 어디가 맛있어?
명동 수제비 골목
해물수제비 좋지
만두도 시키자
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자
맞아 맛있는 거 먹으면 기분 좋으니까
집에서 해먹으면 돈도 아끼고 건강에도 좋아
밖에서 사먹으면 만원은 기본인데 집밥은 3천원이면 되지
재료만 사놓으면 여러 끼 해먹을 수 있어
나도 요리 시작해볼까 자취생인데"
n_0190,일반 대화,"나 오늘 밀프랩 했어
뭐가 뭐야 밀프랩?
일주일 치 식사 미리 준비하는 거
오 건강관리 하는구나
응 시간도 절약되고 좋아
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다
그래 단골 손님이 되자 최고의 맛집이야
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자"
n_0191,일반 대화,"야 이 과자 먹어봤어? 새로 나온 거
뭔데?
허니버터 아몬드
오 허니버터칩 같은 맛?
비슷한데 더 고소해 진짜 맛있어
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자
맞아 맛있는 거 먹으면 기분 좋으니까
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과"
n_0192,일반 대화,"즉석떡볶이 vs 냉동떡볶이 뭐가 나아?
냉동떡볶이 요즘 맛있어
뭐가 맛있어?
미정당 떡볶이 추천
매운맛도 있어?
응 세 단계야
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어
그래 11시 반에 출발하자 서두르자
배부르다 진짜 잘 먹었어 행복한 식사였어
나도 만족스러워 오늘 메뉴 선택 잘했어
다음에 뭐 먹을까 벌써 고민이야ㅋㅋ
먹보 인정 맛있는 인생을 살자"
n_0193,일반 대화,"야 오늘 타코 먹어봤어
멕시코 음식? 어디서?
이태원에 새로 생긴 타코집
맛있었어?
소스가 진짜 맛있었어 과카몰리 추천
다음에 같이 가자
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어
그래 11시 반에 출발하자 서두르자
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐"
n_0194,일반 대화,"나 집에서 떡 만들었어
무슨 떡?
송편이야 추석이니까
예쁘게 나왔어?
좀 찌그러졌는데 속은 맛있어ㅋ
깨 넣었어?
응 참깨랑 꿀 넣었어
우리 맛집 탐방 계속하자 다음엔 어디 갈까
홍대 쪽에 새로 생긴 곳 있는데 가볼래?
좋아 뭐 파는 데야? 양식? 한식?
수제버거 전문점이래 리뷰가 좋아
거기 가보자 주말에 갈까?
여기 음식 진짜 괜찮다 가성비 좋아
양도 많고 맛도 좋으니 더 바랄 게 없지
주변 사람들한테도 추천해야겠다
인스타에 올려줄까ㅋㅋ 홍보 효과"
n_0195,일반 대화,"야 오늘 디저트 카페 갔는데 케이크가 예술이야
무슨 케이크?
당근 케이크랑 얼그레이 케이크
사진 봤는데 예쁘더라
맛도 좋아 크림이 진짜 부드러워
주말에 같이 가자
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어
그래 11시 반에 출발하자 서두르자"
n_0196,일반 대화,"야 감자탕 먹자 뼈해장국
오 추운 날 딱이지
어디가 맛있어?
마포에 24시간 하는 데 있어
가격은?
2인분에 2만 원 정도
가자가자
레시피 나중에 알려줘 나도 해보고 싶어
쉬워 유튜브에 검색하면 바로 나와
직접 만들면 성취감도 있고 맛도 내 스타일로
맞아 간 조절도 할 수 있고
주말에 같이 만들어 볼까? 재밌을 거야
다음에 또 오자 여기 단골 해야겠다
사장님이 서비스 주시면 좋겠다ㅋㅋ
자주 가면 얼굴 익혀지지
맞아 안부 인사도 하고 정 들겠다"
n_0197,일반 대화,"나 오늘 호떡 사먹었어
길거리 호떡?
응 씨앗호떡인데 견과류 가득
와 겨울 간식 최고지
따끈따끈할 때 먹으면 꿀맛이야
다음에 나도 사줘
집에서 해먹으면 돈도 아끼고 건강에도 좋아
밖에서 사먹으면 만원은 기본인데 집밥은 3천원이면 되지
재료만 사놓으면 여러 끼 해먹을 수 있어
나도 요리 시작해볼까 자취생인데
간단한 것부터 시작하면 돼 계란부터ㅋㅋ"
n_0198,일반 대화,"요즘 밀가루 끊으려고 노력 중이야
왜?
속이 좀 편해진대
힘들지 않아? 빵도 못 먹고
쌀빵이나 글루텐프리 먹어
그런 것도 맛있어?
이걸로 정하자 딴 거 고민하면 끝이 없어
맞아 빨리 정해야 배고파서 못 참겠어
지금 바로 주문하자 할인 쿠폰 있나 확인해봐
있다 2천원 할인 되네 오늘 운 좋다
빨리 시키자 배달 몇 분 걸리는지 보자"
n_0199,일반 대화,"야 회 먹으러 갈래? 오늘 횟집 가자
좋아 노량진 갈까?
응 거기 싸고 신선하지
매운탕도 시키자
당연하지 회 먹을 때 매운탕은 필수야
소주도 한잔!
진짜 맛있겠다 빨리 먹고 싶어 벌써 침 나와
나도 상상만으로 배고파져ㅋㅋ
빨리 가자 더 늦으면 줄 서야 해
점심시간 피크 전에 가면 여유 있어
그래 11시 반에 출발하자 서두르자"
n_0200,일반 대화,"야 이번 주말 영화 보러 갈래?
뭐 볼 건데?
범죄도시4 나왔잖아
오 마동석 좋아 가자
토요일 저녁 어때?
취미가 있으니까 일상이 즐거워지는 것 같아
맞아 하루가 알차지 뭐 할지 기대되고
같이 하니까 더 재밌어 계속하자
좋아 다음 주에도 만나서 같이 하자
응 연락할게 기대돼ㅋㅋ
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야
한 달 후에 어느 정도 할 수 있을까"
n_0201,일반 대화,"요즘 무슨 노래 들어?
뉴진스 신곡 계속 듣고 있어
Hype Boy?
아니 새로 나온 거
나도 들어봐야겠다
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야
한 달 후에 어느 정도 할 수 있을까
금방 배워 걱정 마 천재일지도 몰라ㅋㅋ
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?"
n_0202,일반 대화,"나 요즘 독서 모임 다녀
오 무슨 책 읽어?
이번 달은 달러구트 꿈 백화점
재밌어?
응 힐링돼 추천해
취미가 있으니까 일상이 즐거워지는 것 같아
맞아 하루가 알차지 뭐 할지 기대되고
같이 하니까 더 재밌어 계속하자
좋아 다음 주에도 만나서 같이 하자
응 연락할게 기대돼ㅋㅋ
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?
입문용은 저렴해 5만원이면 시작할 수 있어"
n_0203,일반 대화,"야 게임 할래? 오버워치
지금? 난 발로란트 하는데
아 그래? 나도 발로 할까
랭크 같이 돌리자
오케이 디코 들어와
유튜브에 관련 영상 많으니까 검색해봐
아 맞아 요즘 유튜브로 다 배울 수 있잖아
무료 강좌도 많고 퀄리티도 좋아
오늘 밤에 찾아봐야겠다 공부 좀 하고
좋아 좋은 영상 있으면 공유해줘 같이 보자ㅋㅋ
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야"
n_0204,일반 대화,"주말에 볼링 치러 갈래?
오 좋아 오랜만이다
나 요즘 연습해서 150 넘겨
와 실력 늘었네
같이 가면 알려줄게
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야
한 달 후에 어느 정도 할 수 있을까
금방 배워 걱정 마 천재일지도 몰라ㅋㅋ"
n_0205,일반 대화,"나 넷플릭스 뭐 볼지 모르겠어
장르가 뭐 좋아?
스릴러
기묘한 이야기 봤어?
아직 안 봤어
대박이니까 꼭 봐
이런 거 같이 할 수 있어서 좋다 진짜
혼자 하면 금방 질릴 텐데 같이니까 동기부여 돼
맞아 서로 격려하면서 하면 꾸준히 할 수 있어
실력도 점점 늘 거야 화이팅하자
좋아 나중에 대회도 나가보자ㅋㅋ
취미가 있으니까 일상이 즐거워지는 것 같아
맞아 하루가 알차지 뭐 할지 기대되고
같이 하니까 더 재밌어 계속하자
좋아 다음 주에도 만나서 같이 하자"
n_0206,일반 대화,"야 BTS 콘서트 티켓팅 했어?
광탈이야ㅠㅠ
나도 못 잡았어
다음 기회에 꼭 가자
양도 구할 수 있을까?
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?
입문용은 저렴해 5만원이면 시작할 수 있어
괜찮네 부담 없이 시작할 수 있겠다
취미가 있으니까 일상이 즐거워지는 것 같아
맞아 하루가 알차지 뭐 할지 기대되고
같이 하니까 더 재밌어 계속하자
좋아 다음 주에도 만나서 같이 하자"
n_0207,일반 대화,"나 기타 배우기 시작했어
오 대박 어디서?
유튜브로 독학 중이야
코드 뭐까지 할 줄 알아?
C랑 G 배웠어 아직 초보ㅋ
유튜브에 관련 영상 많으니까 검색해봐
아 맞아 요즘 유튜브로 다 배울 수 있잖아
무료 강좌도 많고 퀄리티도 좋아
오늘 밤에 찾아봐야겠다 공부 좀 하고
좋아 좋은 영상 있으면 공유해줘 같이 보자ㅋㅋ
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?"
n_0208,일반 대화,"캠핑 가자 다음 주
오 좋아 어디로?
가평 쪽 어때?
텐트 있어?
나 2인용 있어 빌려줄게
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?
입문용은 저렴해 5만원이면 시작할 수 있어
괜찮네 부담 없이 시작할 수 있겠다
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야"
n_0209,일반 대화,"야 너 웹툰 뭐 봐?
나 요즘 전지적 독자 시점 봐
그거 재밌어?
스토리 진짜 대박이야
나도 정주행해야겠다
유튜브에 관련 영상 많으니까 검색해봐
아 맞아 요즘 유튜브로 다 배울 수 있잖아
무료 강좌도 많고 퀄리티도 좋아
오늘 밤에 찾아봐야겠다 공부 좀 하고
좋아 좋은 영상 있으면 공유해줘 같이 보자ㅋㅋ
이런 거 같이 할 수 있어서 좋다 진짜
혼자 하면 금방 질릴 텐데 같이니까 동기부여 돼
맞아 서로 격려하면서 하면 꾸준히 할 수 있어"
n_0210,일반 대화,"야 러닝 같이 할 사람?
나 요즘 시작했는데
어디서 뛰어?
한강 반포 쪽
나도 끼워줘
좋아 수요일 저녁 어때?
이런 거 같이 할 수 있어서 좋다 진짜
혼자 하면 금방 질릴 텐데 같이니까 동기부여 돼
맞아 서로 격려하면서 하면 꾸준히 할 수 있어
실력도 점점 늘 거야 화이팅하자
좋아 나중에 대회도 나가보자ㅋㅋ
유튜브에 관련 영상 많으니까 검색해봐
아 맞아 요즘 유튜브로 다 배울 수 있잖아
무료 강좌도 많고 퀄리티도 좋아
오늘 밤에 찾아봐야겠다 공부 좀 하고"
n_0211,일반 대화,"야 보드게임 카페 가자
좋아 뭐 할 거야?
스플렌더 해봤어?
아니 처음 들어봐
쉽고 재밌어 알려줄게
취미가 있으니까 일상이 즐거워지는 것 같아
맞아 하루가 알차지 뭐 할지 기대되고
같이 하니까 더 재밌어 계속하자
좋아 다음 주에도 만나서 같이 하자
응 연락할게 기대돼ㅋㅋ
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?
입문용은 저렴해 5만원이면 시작할 수 있어"
n_0212,일반 대화,"이번 주 뮤지컬 뭐 해?
오페라의 유령 하는 것 같은데
와 그거 보고 싶었어
같이 가자 예매할까?
좋아 좌석 어디가 좋아?
오늘 진짜 즐거웠어 힐링 됐다 스트레스 다 풀렸어
나도 오랜만에 제대로 쉰 느낌이야
이런 시간이 필요해 바쁜 일상에서 벗어나서
다음에 또 하자 정기적으로 만나면 좋겠다
좋아 한 달에 한 번은 꼭 하자 약속이야"
n_0213,일반 대화,"나 요즘 그림 그리기 시작했어
뭘로 그려? 디지털?
아이패드로 그려
프로크리에이트 써?
응 재밌더라 나도 처음인데
오늘 진짜 즐거웠어 힐링 됐다 스트레스 다 풀렸어
나도 오랜만에 제대로 쉰 느낌이야
이런 시간이 필요해 바쁜 일상에서 벗어나서
다음에 또 하자 정기적으로 만나면 좋겠다
좋아 한 달에 한 번은 꼭 하자 약속이야"
n_0214,일반 대화,"야 축구 보러 갈래? K리그
누구 경기야?
서울 vs 전북
오 빅매치네 가자
치킨 사가자ㅋ
오늘 진짜 즐거웠어 힐링 됐다 스트레스 다 풀렸어
나도 오랜만에 제대로 쉰 느낌이야
이런 시간이 필요해 바쁜 일상에서 벗어나서
다음에 또 하자 정기적으로 만나면 좋겠다
좋아 한 달에 한 번은 꼭 하자 약속이야
취미가 있으니까 일상이 즐거워지는 것 같아
맞아 하루가 알차지 뭐 할지 기대되고
같이 하니까 더 재밌어 계속하자
좋아 다음 주에도 만나서 같이 하자"
n_0215,일반 대화,"나 퍼즐 맞추는 거 좋아해
몇 조각짜리?
1000조각 도전 중
와 대단하다 어떤 그림?
고흐 별이 빛나는 밤
완성하면 액자에 넣어
유튜브에 관련 영상 많으니까 검색해봐
아 맞아 요즘 유튜브로 다 배울 수 있잖아
무료 강좌도 많고 퀄리티도 좋아
오늘 밤에 찾아봐야겠다 공부 좀 하고
좋아 좋은 영상 있으면 공유해줘 같이 보자ㅋㅋ"
n_0216,일반 대화,"오늘 넷플릭스 신작 봤어
뭔데?
더 에이트 쇼
류준열 나오는 거?
응 설정이 독특해 재밌어
유튜브에 관련 영상 많으니까 검색해봐
아 맞아 요즘 유튜브로 다 배울 수 있잖아
무료 강좌도 많고 퀄리티도 좋아
오늘 밤에 찾아봐야겠다 공부 좀 하고
좋아 좋은 영상 있으면 공유해줘 같이 보자ㅋㅋ
오늘 진짜 즐거웠어 힐링 됐다 스트레스 다 풀렸어
나도 오랜만에 제대로 쉰 느낌이야
이런 시간이 필요해 바쁜 일상에서 벗어나서
다음에 또 하자 정기적으로 만나면 좋겠다"
n_0217,일반 대화,"야 낚시 가본 적 있어?
없어 재밌어?
생각보다 재미있어 힐링돼
뭐 잡았어?
지난번에 붕어 세 마리ㅋ
오늘 진짜 즐거웠어 힐링 됐다 스트레스 다 풀렸어
나도 오랜만에 제대로 쉰 느낌이야
이런 시간이 필요해 바쁜 일상에서 벗어나서
다음에 또 하자 정기적으로 만나면 좋겠다
좋아 한 달에 한 번은 꼭 하자 약속이야
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?"
n_0218,일반 대화,"헬스 같이 다닐 사람?
나 등록하려고 하는데
어디 헬스장?
집 근처 24시
한 달 얼마야?
5만 원이야 같이 가자
오늘 진짜 즐거웠어 힐링 됐다 스트레스 다 풀렸어
나도 오랜만에 제대로 쉰 느낌이야
이런 시간이 필요해 바쁜 일상에서 벗어나서
다음에 또 하자 정기적으로 만나면 좋겠다
좋아 한 달에 한 번은 꼭 하자 약속이야"
n_0219,일반 대화,"야 이번에 제주도 여행 가자
오 좋아 언제?
다음 달 초에
비행기 미리 사야 해
2박 3일 괜찮아?
좋지 일정 짜보자
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?
입문용은 저렴해 5만원이면 시작할 수 있어
괜찮네 부담 없이 시작할 수 있겠다
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야"
n_0220,일반 대화,"나 요즘 뜨개질 배워
오 뭐 만들어?
머플러 만드는 중
겨울에 딱이네
응 선물하려고ㅋ
누구한테?
장비는 뭐 필요해? 기본적인 것만 있으면 될까
처음엔 기본만 사면 돼 나중에 하나씩 추가하면 되고
비용은 얼마 정도 들어?
입문용은 저렴해 5만원이면 시작할 수 있어
괜찮네 부담 없이 시작할 수 있겠다
새로운 취미 시작하니까 설렌다 오랜만에 이런 느낌
처음이 제일 재밌잖아 초심 잃지 말자
맞아 꾸준히 하면 실력도 늘고 더 재밌어질 거야"
